,blk_no,street,flat_type,latitude,longitude,month,resale_price
66,1,BEACH RD,2 ROOM,1.303671351,103.8644787,2003-08,92000.0
128,1,BEACH RD,3 ROOM,1.303671351,103.8644787,2020-01,320000.0
81,1,BEACH RD,5 ROOM,1.303671351,103.8644787,2006-07,390000.0
325,1,BEDOK STH AVE 1,3 ROOM,1.320852087,103.93372109999999,2020-01,243000.0
326,1,CANTONMENT RD,,1.277034744,103.841261,,
440,1,CHAI CHEE RD,4 ROOM,1.327968792,103.92271600000001,2019-04,435000.0
441,1,CHAI CHEE RD,5 ROOM,1.327968792,103.92271600000001,2020-01,525000.0
469,1,CHANGI VILLAGE RD,3 ROOM,1.388546562,103.98780450000001,2019-10,215000.0
543,1,DELTA AVE,5 ROOM,1.292075251,103.82858409999999,2019-10,838000.0
689,1,DOVER RD,3 ROOM,1.302525747,103.78327320000001,2019-11,292000.0
669,1,DOVER RD,5 ROOM,1.302525747,103.78327320000001,2010-03,660000.0
690,1,EUNOS CRES,,1.320657645,103.9024634,,
761,1,EVERTON PK,3 ROOM,1.277426543,103.8400012,2018-04,435000.0
760,1,EVERTON PK,5 ROOM,1.277426543,103.8400012,2018-01,750000.0
762,1,GEYLANG SERAI,,1.3167363490000001,103.89822790000001,,
979,1,GHIM MOH RD,3 ROOM,1.312879757,103.786855,2019-10,272000.0
1222,1,HAIG RD,3 ROOM,1.311290912,103.89770340000001,2020-01,295000.0
1223,1,HOLLAND CL,,1.3092193779999999,103.7967324,,
1478,1,HOUGANG AVE 3,3 ROOM,1.3641309730000002,103.8930013,2020-01,228000.0
1453,1,HOUGANG AVE 3,5 ROOM,1.3641309730000002,103.8930013,2013-02,528000.0
1678,1,JLN BT MERAH,3 ROOM,1.28645354,103.80824240000001,2019-09,300000.0
1679,1,JLN KUKOH,,1.288231015,103.8399342,,
1680,1,JOO CHIAT RD,,1.315859059,103.8983762,,
1753,1,KG KAYU RD,3 ROOM,1.303557697,103.88379640000001,2018-04,292000.0
2144,1,LOR 7 TOA PAYOH,3 ROOM,1.339430335,103.8534428,2019-09,242000.0
1942,1,LOR LEW LIAN,3 ROOM,1.350867126,103.8753439,2020-01,310000.0
1876,1,LOR LEW LIAN,5 ROOM,1.350867126,103.8753439,2006-05,325000.0
2252,1,MARINE TER,5 ROOM,1.304829022,103.918615,2019-12,820000.0
2520,1,MARSILING DR,3 ROOM,1.440671099,103.7757399,2020-01,235000.0
2521,1,MAUDE RD,,1.3075823020000001,103.85896740000001,,
2592,1,PINE CL,4 ROOM,1.307870562,103.8831922,2019-09,600000.0
2590,1,PINE CL,5 ROOM,1.307870562,103.8831922,2018-08,828000.0
2656,1,QUEEN'S RD,5 ROOM,1.317266295,103.8067829,2019-05,852000.0
2691,1,REDHILL CL,3 ROOM,1.2842571520000001,103.8178263,2010-12,358000.0
2834,1,ST. GEORGE'S RD,4 ROOM,1.323402637,103.8616308,2020-01,353000.0
2835,1,TAMPINES WALK,,1.35320986,103.94014859999999,,
2969,1,TECK WHYE AVE,3 ROOM,1.382538829,103.7517109,2017-12,273000.0
2971,1,TECK WHYE AVE,4 ROOM,1.382538829,103.7517109,2018-11,265000.0
3089,1,TELOK BLANGAH CRES,3 ROOM,1.279456601,103.8178976,2019-07,298000.0
3210,1,TG PAGAR PLAZA,3 ROOM,1.275687028,103.84243359999999,2019-11,470000.0
3211,1,THOMSON RD,,1.325571131,103.8424938,,
3298,1,TOH YI DR,4 ROOM,1.339571753,103.7746782,2019-05,740000.0
3299,1,TOH YI DR,5 ROOM,1.339571753,103.7746782,2019-08,900000.0
3301,1,UPP ALJUNIED LANE,2 ROOM,1.334292424,103.87874620000001,1996-11,80000.0
3302,1,WOODLANDS IND PK E3,,1.4548887069999998,103.80025400000001,,
3492,10,BENDEMEER RD,,1.315509938,103.86095300000001,,
3493,10,CANTONMENT CL,,1.274569743,103.8392121,,
3559,10,CHAI CHEE RD,4 ROOM,1.327103643,103.9249213,2020-01,500000.0
3554,10,CHAI CHEE RD,5 ROOM,1.327103643,103.9249213,2017-11,718000.0
3560,10,DAKOTA CRES,,1.3063411459999998,103.88445820000001,,
3722,10,EUNOS CRES,4 ROOM,1.3222865590000001,103.9027205,2019-12,390000.0
3908,10,GLOUCESTER RD,3 ROOM,1.313916587,103.8522098,2020-01,362000.0
3907,10,GLOUCESTER RD,4 ROOM,1.313916587,103.8522098,2019-08,480000.0
3812,10,GLOUCESTER RD,5 ROOM,1.313916587,103.8522098,2000-06,405000.0
4005,10,HAIG RD,3 ROOM,1.314839502,103.8958652,2019-09,315000.0
4069,10,HOLLAND AVE,4 ROOM,1.308149971,103.7942752,2019-09,530000.0
4220,10,JLN BATU,2 ROOM,1.302044883,103.88288709999999,1999-04,113000.0
4289,10,JLN BATU,4 ROOM,1.302044883,103.88288709999999,2014-05,543000.0
4298,10,JLN BATU,5 ROOM,1.302044883,103.88288709999999,2019-09,695000.0
4292,10,JLN BATU,EXECUTIVE,1.302044883,103.88288709999999,2017-02,830000.0
4118,10,JLN BT HO SWEE,2 ROOM,1.28745837,103.83267579999999,2018-11,194000.0
4397,10,JLN KUKOH,2 ROOM,1.286973834,103.83907579999999,2017-03,240000.0
4382,10,JLN KUKOH,3 ROOM,1.286973834,103.83907579999999,2009-10,270000.0
4389,10,JLN KUKOH,4 ROOM,1.286973834,103.83907579999999,2010-09,460000.0
4091,10,JLN RUMAH TINGGI,3 ROOM,1.288200189,103.8083694,2020-01,360000.0
4089,10,JLN RUMAH TINGGI,4 ROOM,1.288200189,103.8083694,2012-11,538000.0
4494,10,JOO SENG RD,5 ROOM,1.334866323,103.88001209999999,2019-11,508000.0
4551,10,LOR 7 TOA PAYOH,4 ROOM,1.337165276,103.85722879999999,2020-01,540000.0
4550,10,LOR 7 TOA PAYOH,5 ROOM,1.337165276,103.85722879999999,2019-01,725000.0
4646,10,MARSILING DR,5 ROOM,1.4408056740000001,103.7773186,2020-01,290000.0
4647,10,NTH BRIDGE RD,,1.30555234,103.8635628,,
4732,10,PINE CL,3 ROOM,1.309152394,103.8822425,2019-10,415000.0
4727,10,PINE CL,4 ROOM,1.309152394,103.8822425,2011-10,520000.0
4776,10,SELEGIE RD,3 ROOM,1.303708794,103.85053719999999,2019-07,335000.0
4788,10,ST. GEORGE'S RD,4 ROOM,1.323746488,103.8634122,2019-05,488000.0
4998,10,TECK WHYE AVE,3 ROOM,1.380470551,103.7552111,2019-03,260000.0
4988,10,TECK WHYE AVE,4 ROOM,1.380470551,103.7552111,2014-10,350000.0
4910,10,TECK WHYE AVE,EXECUTIVE,1.380470551,103.7552111,2003-02,270000.0
5070,10,TELOK BLANGAH CRES,3 ROOM,1.277731532,103.8197694,2019-08,225000.0
5105,10,TOH YI DR,EXECUTIVE,1.336875125,103.7712233,2019-05,970000.0
5106,10,WOODLANDS AVE 8,,1.4542409969999999,103.8001731,,
5356,100,ALJUNIED CRES,,1.320959012,103.8841294,,
5661,100,BEDOK NTH AVE 4,3 ROOM,1.334355934,103.9390327,2019-10,248000.0
5656,100,BEDOK NTH AVE 4,4 ROOM,1.334355934,103.9390327,2019-01,365000.0
5641,100,BEDOK NTH AVE 4,EXECUTIVE,1.334355934,103.9390327,2014-05,750000.0
5767,100,C'WEALTH CRES,2 ROOM,1.3077052759999999,103.8012725,2018-01,190000.0
5772,100,C'WEALTH CRES,3 ROOM,1.3077052759999999,103.8012725,2020-01,288000.0
5758,100,C'WEALTH CRES,4 ROOM,1.3077052759999999,103.8012725,2011-11,625000.0
5952,100,LOR 1 TOA PAYOH,3 ROOM,1.339564005,103.8485857,2019-09,250000.0
6043,100,WHAMPOA DR,4 ROOM,1.320779477,103.8543487,2019-05,348000.0
6125,101,AH HOOD RD,5 ROOM,1.32739679,103.844481,2019-07,598000.0
6329,101,ALJUNIED CRES,3 ROOM,1.320922753,103.883352,2019-12,285000.0
6328,101,ALJUNIED CRES,4 ROOM,1.320922753,103.883352,2019-08,380000.0
6407,101,ANG MO KIO AVE 3,4 ROOM,1.370261584,103.8394679,2019-12,400000.0
6408,101,ANG MO KIO AVE 3,5 ROOM,1.370261584,103.8394679,2020-01,450000.0
6590,101,BEDOK NTH AVE 4,2 ROOM,1.3344846670000001,103.9379247,2019-03,215000.0
6569,101,BEDOK RESERVOIR RD,4 ROOM,1.328449133,103.9099374,2018-07,360000.0
6572,101,BEDOK RESERVOIR RD,5 ROOM,1.328449133,103.9099374,2019-06,445000.0
6670,101,BISHAN ST 12,5 ROOM,1.3448591580000002,103.8484008,2020-01,672000.0
6668,101,BISHAN ST 12,EXECUTIVE,1.3448591580000002,103.8484008,2018-10,996000.0
6913,101,BT BATOK WEST AVE 6,4 ROOM,1.3467063609999999,103.7469207,2019-10,360000.0
6914,101,BT BATOK WEST AVE 6,5 ROOM,1.3467063609999999,103.7469207,2019-12,490000.0
6792,101,BT PURMEI RD,3 ROOM,1.2714625659999998,103.8256835,2019-10,358000.0
6790,101,BT PURMEI RD,4 ROOM,1.2714625659999998,103.8256835,2019-01,510000.0
6983,101,C'WEALTH CRES,2 ROOM,1.308051592,103.8008428,2019-07,200000.0
6982,101,C'WEALTH CRES,3 ROOM,1.308051592,103.8008428,2018-08,246000.0
7077,101,CLEMENTI ST 14,4 ROOM,1.3220893679999999,103.76893340000001,2017-04,488000.0
7081,101,CLEMENTI ST 14,5 ROOM,1.3220893679999999,103.76893340000001,2019-02,798000.0
7133,101,GANGSA RD,EXECUTIVE,1.379164316,103.76743929999999,2018-11,560000.0
7239,101,HENDERSON CRES,4 ROOM,1.2907179979999999,103.8216252,2019-08,400000.0
7316,101,HOUGANG AVE 1,4 ROOM,1.354937478,103.89136059999998,2019-12,378888.0
7420,101,JLN RAJAH,4 ROOM,1.328800862,103.850782,2019-07,480000.0
7729,101,JURONG EAST ST 13,3 ROOM,1.337011008,103.7387873,2019-10,293888.0
7715,101,JURONG EAST ST 13,4 ROOM,1.337011008,103.7387873,2013-12,477000.0
7740,101,LENGKONG TIGA,EXECUTIVE,1.3251598340000001,103.9108888,2007-05,460000.0
7916,101,PASIR RIS ST 12,EXECUTIVE,1.367050215,103.9581819,2019-07,635000.0
8019,101,POTONG PASIR AVE 1,3 ROOM,1.3331571009999998,103.8683804,2019-07,430000.0
8020,101,PUNGGOL FIELD,,1.398481661,103.90580809999999,,
8067,101,RIVERVALE WALK,4 ROOM,1.38276429,103.899272,2019-11,370000.0
8068,101,RIVERVALE WALK,5 ROOM,1.38276429,103.899272,2020-01,430000.0
8206,101,SERANGOON NTH AVE 1,4 ROOM,1.37103632,103.87036090000001,2019-06,358000.0
8346,101,SIMEI ST 1,4 ROOM,1.3408499109999998,103.95143370000001,2019-02,470000.0
8348,101,SIMEI ST 1,5 ROOM,1.3408499109999998,103.95143370000001,2019-05,528000.0
8349,101,SPOTTISWOODE PK RD,,1.275241413,103.8360458,,
8492,101,TAMPINES ST 11,3 ROOM,1.347400346,103.94529490000001,2019-12,295000.0
8488,101,TAMPINES ST 11,4 ROOM,1.347400346,103.94529490000001,2017-04,448000.0
8542,101,TECK WHYE LANE,EXECUTIVE,1.3778896459999999,103.75423990000002,2019-08,538000.0
8589,101,TOWNER RD,3 ROOM,1.31942539,103.8610875,2019-11,425000.0
8687,101,WHAMPOA DR,4 ROOM,1.320417102,103.8538139,2018-09,390000.0
8892,101,WOODLANDS ST 13,3 ROOM,1.435982685,103.7819327,2019-03,255000.0
8891,101,WOODLANDS ST 13,4 ROOM,1.435982685,103.7819327,2018-12,305000.0
9041,101,YISHUN AVE 5,3 ROOM,1.4313916169999998,103.8282301,2019-09,235000.0
9042,101,YISHUN AVE 5,4 ROOM,1.4313916169999998,103.8282301,2019-12,275000.0
9043,101A,CANBERRA ST,,1.4517389280000002,103.8304541,,
9089,101A,LOR 2 TOA PAYOH,EXECUTIVE,1.339741267,103.8472642,2017-12,958888.0
9121,101A,PUNGGOL FIELD,4 ROOM,1.397946168,103.90594509999998,2019-07,375000.0
9122,101A,PUNGGOL FIELD,5 ROOM,1.397946168,103.90594509999998,2019-07,405000.0
9123,101A,YISHUN AVE 5,,1.43113229,103.8283671,,
9124,101B,CANBERRA ST,,1.451663104,103.83117490000001,,
9151,101B,LOR 2 TOA PAYOH,EXECUTIVE,1.339598845,103.8476054,2013-04,964000.0
9210,101B,PUNGGOL FIELD,5 ROOM,1.397847151,103.9064361,2019-06,405000.0
9211,101B,YISHUN AVE 5,,1.4313916169999998,103.8282301,,
9212,101C,LOR 2 TOA PAYOH,,1.339260187,103.84706379999999,,
9245,101C,PUNGGOL FIELD,5 ROOM,1.3980904580000002,103.9065693,2019-10,395000.0
9246,101C,YISHUN AVE 5,,1.4315325509999999,103.8279876,,
9278,101D,PUNGGOL FIELD,4 ROOM,1.398484785,103.9061439,2019-09,383000.0
9276,101D,PUNGGOL FIELD,5 ROOM,1.398484785,103.9061439,2018-09,460000.0
9424,102,ALJUNIED CRES,3 ROOM,1.32043903,103.8824204,2019-10,285000.0
9423,102,ALJUNIED CRES,4 ROOM,1.32043903,103.8824204,2019-06,380000.0
9411,102,ALJUNIED CRES,5 ROOM,1.32043903,103.8824204,2012-12,668000.0
9481,102,ANG MO KIO AVE 3,4 ROOM,1.370650098,103.8394103,2019-06,410000.0
9482,102,ANG MO KIO AVE 3,5 ROOM,1.370650098,103.8394103,2019-10,498000.0
9709,102,BEDOK NTH AVE 4,3 ROOM,1.333906548,103.9374584,2020-01,265000.0
9698,102,BEDOK NTH AVE 4,4 ROOM,1.333906548,103.9374584,2014-12,425000.0
9693,102,BEDOK NTH AVE 4,EXECUTIVE,1.333906548,103.9374584,2013-09,720000.0
9745,102,BEDOK RESERVOIR RD,3 ROOM,1.328491877,103.90926520000001,2018-11,260000.0
9746,102,BEDOK RESERVOIR RD,4 ROOM,1.328491877,103.90926520000001,2019-09,388000.0
9842,102,BISHAN ST 12,5 ROOM,1.3451431230000002,103.84799079999999,2019-10,748000.0
9835,102,BISHAN ST 12,EXECUTIVE,1.3451431230000002,103.84799079999999,2011-08,800000.0
9999,102,BT BATOK WEST AVE 6,3 ROOM,1.347329959,103.7473436,1997-04,200000.0
10100,102,BT BATOK WEST AVE 6,4 ROOM,1.347329959,103.7473436,2019-10,355000.0
10099,102,BT BATOK WEST AVE 6,5 ROOM,1.347329959,103.7473436,2019-09,488000.0
9952,102,BT PURMEI RD,3 ROOM,1.271908423,103.8266717,2017-09,375000.0
9953,102,BT PURMEI RD,4 ROOM,1.271908423,103.8266717,2019-03,485000.0
10203,102,C'WEALTH CRES,2 ROOM,1.307824649,103.8006298,2012-08,249000.0
10219,102,C'WEALTH CRES,3 ROOM,1.307824649,103.8006298,2020-01,242000.0
10218,102,C'WEALTH CRES,4 ROOM,1.307824649,103.8006298,2019-12,530000.0
10221,102,CANBERRA ST,,1.4518344909999998,103.8321067,,
10235,102,CLEMENTI ST 14,EXECUTIVE,1.322285572,103.76920190000001,2010-03,690000.0
10236,102,DEPOT RD,,1.280337007,103.81351020000001,,
10322,102,GANGSA RD,3 ROOM,1.379107628,103.7681538,2018-11,290000.0
10321,102,GANGSA RD,4 ROOM,1.379107628,103.7681538,2017-11,360000.0
10470,102,HENDERSON CRES,4 ROOM,1.290366187,103.8215771,2019-07,428000.0
10526,102,HOUGANG AVE 1,3 ROOM,1.3549644630000002,103.8908551,2008-05,220000.0
10538,102,HOUGANG AVE 1,4 ROOM,1.3549644630000002,103.8908551,2019-12,420000.0
10723,102,JLN DUSUN,5 ROOM,1.327868743,103.84420959999999,2019-08,575000.0
10658,102,JLN RAJAH,4 ROOM,1.3282230640000001,103.85151979999999,2019-11,446000.0
10967,102,JURONG EAST ST 13,3 ROOM,1.3360965790000001,103.7382192,2019-12,320000.0
10935,102,JURONG EAST ST 13,4 ROOM,1.3360965790000001,103.7382192,2010-07,348000.0
11028,102,LENGKONG TIGA,4 ROOM,1.325579307,103.9106575,2018-07,648000.0
11029,102,LENGKONG TIGA,5 ROOM,1.325579307,103.9106575,2019-05,865000.0
11154,102,PASIR RIS ST 12,4 ROOM,1.367484273,103.9580411,2019-10,380000.0
11153,102,PASIR RIS ST 12,5 ROOM,1.367484273,103.9580411,2019-08,430000.0
11293,102,POTONG PASIR AVE 1,3 ROOM,1.3336901270000001,103.86881059999999,2019-11,378000.0
11289,102,POTONG PASIR AVE 1,4 ROOM,1.3336901270000001,103.86881059999999,2018-02,470000.0
11294,102,PUNGGOL FIELD,,1.3990852580000002,103.90547140000001,,
11361,102,RIVERVALE WALK,EXECUTIVE,1.38180761,103.9008932,2019-10,605000.0
11390,102,SERANGOON NTH AVE 1,3 ROOM,1.3708432730000002,103.8711536,2020-01,302888.0
11384,102,SERANGOON NTH AVE 1,4 ROOM,1.3708432730000002,103.8711536,2004-04,196800.0
11509,102,SIMEI ST 1,4 ROOM,1.34134725,103.9513551,2019-10,410000.0
11508,102,SIMEI ST 1,5 ROOM,1.34134725,103.9513551,2019-07,503000.0
11510,102,SPOTTISWOODE PK RD,,1.27472973,103.8362355,,
11667,102,TAMPINES ST 11,3 ROOM,1.3467161630000002,103.9455214,2019-06,323000.0
11668,102,TAMPINES ST 11,4 ROOM,1.3467161630000002,103.9455214,2019-07,386000.0
11734,102,TECK WHYE LANE,4 ROOM,1.377082841,103.7543944,2020-01,315000.0
11731,102,TECK WHYE LANE,5 ROOM,1.377082841,103.7543944,2018-09,410000.0
11762,102,TOWNER RD,3 ROOM,1.320586095,103.862002,2017-09,408000.0
11923,102,WOODLANDS ST 13,3 ROOM,1.436082949,103.7811996,2020-01,265000.0
11920,102,WOODLANDS ST 13,4 ROOM,1.436082949,103.7811996,2019-11,310000.0
11924,102,YISHUN AVE 5,,1.430618304,103.828763,,
11925,102A,DEPOT RD,,1.2802913459999998,103.81333240000001,,
11955,102A,PUNGGOL FIELD,4 ROOM,1.398833183,103.90578359999999,2018-11,370000.0
11956,102A,PUNGGOL FIELD,5 ROOM,1.398833183,103.90578359999999,2019-10,430000.0
11957,102A,RIVERVALE WALK,,1.38215139,103.9000751,,
11958,102B,CANBERRA ST,,1.451239704,103.8314364,,
11998,102B,PUNGGOL FIELD,5 ROOM,1.3990852580000002,103.90547140000001,2019-08,425000.0
12041,102C,PUNGGOL FIELD,5 ROOM,1.398761278,103.904939,2019-06,445000.0
12089,102D,PUNGGOL FIELD,4 ROOM,1.3984807080000001,103.9052498,2018-08,355000.0
12090,102D,PUNGGOL FIELD,5 ROOM,1.3984807080000001,103.9052498,2019-09,420000.0
12164,103,AH HOOD RD,5 ROOM,1.327962675,103.844827,2019-10,630000.0
12165,103,ALJUNIED CRES,,1.320516922,103.88327029999999,,
12331,103,ANG MO KIO AVE 3,3 ROOM,1.371016578,103.8393048,2019-07,315000.0
12330,103,ANG MO KIO AVE 3,4 ROOM,1.371016578,103.8393048,2019-04,403000.0
12508,103,BEDOK NTH AVE 4,3 ROOM,1.3334825909999999,103.9375425,2019-11,315000.0
12500,103,BEDOK NTH AVE 4,4 ROOM,1.3334825909999999,103.9375425,2019-01,390000.0
12441,103,BEDOK NTH AVE 4,EXECUTIVE,1.3334825909999999,103.9375425,2004-09,380800.0
12742,103,BEDOK RESERVOIR RD,3 ROOM,1.328770222,103.9093814,2019-10,255000.0
12741,103,BEDOK RESERVOIR RD,4 ROOM,1.328770222,103.9093814,2019-06,352800.0
12831,103,BISHAN ST 12,5 ROOM,1.345512491,103.8483142,2020-01,690000.0
12827,103,BISHAN ST 12,EXECUTIVE,1.345512491,103.8483142,2017-08,950000.0
13036,103,BT BATOK CTRL,3 ROOM,1.348454876,103.7483399,2012-11,405000.0
13043,103,BT BATOK CTRL,4 ROOM,1.348454876,103.7483399,2019-04,439000.0
13045,103,BT BATOK CTRL,5 ROOM,1.348454876,103.7483399,2019-09,545000.0
12927,103,BT PURMEI RD,3 ROOM,1.272085585,103.82549559999998,2019-11,355000.0
12922,103,BT PURMEI RD,4 ROOM,1.272085585,103.82549559999998,2017-10,490000.0
13046,103,C'WEALTH CRES,,1.30834597,103.800214,,
13138,103,CLEMENTI ST 14,4 ROOM,1.322588548,103.7691762,2014-12,556000.0
13142,103,CLEMENTI ST 14,5 ROOM,1.322588548,103.7691762,2019-11,780000.0
13143,103,EDGEFIELD PLAINS,,1.397473398,103.9048218,,
13185,103,GANGSA RD,3 ROOM,1.378670708,103.76853840000001,2019-08,245000.0
13181,103,GANGSA RD,4 ROOM,1.378670708,103.76853840000001,2011-10,365000.0
13319,103,HENDERSON CRES,4 ROOM,1.289742097,103.8213757,2017-11,400000.0
13377,103,HOUGANG AVE 1,4 ROOM,1.3552822340000001,103.8903601,2019-05,415000.0
13378,103,HOUGANG AVE 1,5 ROOM,1.3552822340000001,103.8903601,2019-05,490000.0
13497,103,JLN RAJAH,4 ROOM,1.327346257,103.8527814,2019-09,472000.0
13496,103,JLN RAJAH,5 ROOM,1.327346257,103.8527814,2019-07,630000.0
13593,103,JURONG EAST ST 13,5 ROOM,1.33668715,103.73805920000001,2019-09,620000.0
13662,103,LENGKONG TIGA,4 ROOM,1.325855463,103.91059890000001,2018-12,608000.0
13664,103,LENGKONG TIGA,5 ROOM,1.325855463,103.91059890000001,2019-07,745000.0
13665,103,LOR 1 TOA PAYOH,,1.34010929,103.8481846,,
13776,103,PASIR RIS ST 12,4 ROOM,1.367695081,103.9584042,2019-12,385000.0
13775,103,PASIR RIS ST 12,5 ROOM,1.367695081,103.9584042,2019-08,435000.0
13832,103,POTONG PASIR AVE 1,3 ROOM,1.334113387,103.8695237,2019-11,386000.0
13890,103,RIVERVALE WALK,EXECUTIVE,1.3832150890000001,103.90065759999999,2019-09,575000.0
14038,103,SERANGOON NTH AVE 1,4 ROOM,1.3706554869999998,103.8702689,2020-01,365000.0
14116,103,SPOTTISWOODE PK RD,5 ROOM,1.2746609690000001,103.8352798,2019-08,693800.0
14260,103,TAMPINES ST 11,3 ROOM,1.347696625,103.9462299,2019-12,313000.0
14259,103,TAMPINES ST 11,4 ROOM,1.347696625,103.9462299,2019-11,380000.0
14345,103,TECK WHYE LANE,4 ROOM,1.3771307819999998,103.753556,2020-01,318000.0
14337,103,TECK WHYE LANE,5 ROOM,1.3771307819999998,103.753556,2012-08,437000.0
14403,103,TOWNER RD,4 ROOM,1.320643815,103.86163409999999,2017-11,650000.0
14405,103,TOWNER RD,5 ROOM,1.320643815,103.86163409999999,2019-12,810000.0
14454,103,WOODLANDS ST 13,3 ROOM,1.4366212319999998,103.7809767,2017-07,275000.0
14437,103,WOODLANDS ST 13,4 ROOM,1.4366212319999998,103.7809767,2004-12,225000.0
14490,103,YISHUN RING RD,3 ROOM,1.43136935,103.82889279999999,2018-11,285000.0
14486,103,YISHUN RING RD,4 ROOM,1.43136935,103.82889279999999,2014-12,340000.0
14546,103A,DEPOT RD,4 ROOM,1.280701976,103.81335340000001,2019-04,540000.0
14584,103A,EDGEFIELD PLAINS,5 ROOM,1.3982553180000001,103.904754,2019-07,445000.0
14585,103A,RIVERVALE WALK,,1.3832150890000001,103.90065759999999,,
14618,103B,DEPOT RD,4 ROOM,1.2807369240000002,103.8131357,2019-05,580000.0
14620,103B,DEPOT RD,5 ROOM,1.2807369240000002,103.8131357,2019-10,665000.0
14660,103B,EDGEFIELD PLAINS,5 ROOM,1.397731275,103.9046854,2018-11,410000.0
14701,103C,EDGEFIELD PLAINS,5 ROOM,1.397266608,103.9045384,2019-06,370000.0
14773,104,ALJUNIED CRES,4 ROOM,1.320068866,103.8828181,2012-12,464000.0
15057,104,BEDOK NTH AVE 4,3 ROOM,1.333298521,103.9366015,2019-07,306000.0
15058,104,BEDOK NTH AVE 4,4 ROOM,1.333298521,103.9366015,2020-01,368000.0
14851,104,BEDOK RESERVOIR RD,4 ROOM,1.329245367,103.90992370000001,2008-01,213000.0
14865,104,BEDOK RESERVOIR RD,5 ROOM,1.329245367,103.90992370000001,2019-07,475000.0
15091,104,BISHAN ST 12,3 ROOM,1.345675021,103.8480329,2018-08,410000.0
15089,104,BISHAN ST 12,4 ROOM,1.345675021,103.8480329,2012-01,448000.0
15275,104,BT BATOK CTRL,4 ROOM,1.3489950030000002,103.7472582,2019-08,407000.0
15191,104,BT PURMEI RD,3 ROOM,1.2723985359999999,103.8256255,2019-08,375000.0
15182,104,BT PURMEI RD,4 ROOM,1.2723985359999999,103.8256255,2012-01,508000.0
15276,104,C'WEALTH CRES,,1.3079587529999999,103.7999769,,
15277,104,CANBERRA ST,,1.450286481,103.8318939,,
15300,104,CLEMENTI ST 14,EXECUTIVE,1.322949685,103.7691892,2018-07,820000.0
15406,104,GANGSA RD,3 ROOM,1.378803995,103.76796879999999,2018-05,260000.0
15407,104,GANGSA RD,4 ROOM,1.378803995,103.76796879999999,2019-12,330000.0
15486,104,HENDERSON CRES,4 ROOM,1.28903386,103.82148719999999,2019-10,400000.0
15488,104,HOUGANG AVE 1,3 ROOM,1.3547843869999998,103.8903185,2006-06,179000.0
15489,104,JLN BT MERAH,,1.281025155,103.8244609,,
15626,104,JLN DUSUN,4 ROOM,1.328425305,103.84414240000001,2018-10,488000.0
15607,104,JLN RAJAH,4 ROOM,1.32780497,103.8532623,2019-05,453000.0
15608,104,JLN RAJAH,5 ROOM,1.32780497,103.8532623,2020-01,665000.0
15646,104,JURONG EAST ST 13,3 ROOM,1.336584653,103.7376233,2018-12,340000.0
15720,104,LENGKONG TIGA,EXECUTIVE,1.325634967,103.9098152,2018-10,870000.0
15721,104,LOR 1 TOA PAYOH,,1.340108877,103.8491078,,
15875,104,PASIR RIS ST 12,4 ROOM,1.367952786,103.9587026,2019-08,358000.0
15876,104,PASIR RIS ST 12,5 ROOM,1.367952786,103.9587026,2019-11,460000.0
16048,104,POTONG PASIR AVE 1,3 ROOM,1.3343391690000002,103.8691589,2020-01,398000.0
16045,104,POTONG PASIR AVE 1,4 ROOM,1.3343391690000002,103.8691589,2019-05,570000.0
16022,104,POTONG PASIR AVE 1,EXECUTIVE,1.3343391690000002,103.8691589,2009-11,625000.0
16105,104,RIVERVALE WALK,4 ROOM,1.382627459,103.90092990000001,2019-09,350000.0
16102,104,RIVERVALE WALK,5 ROOM,1.382627459,103.90092990000001,2018-07,426888.0
16128,104,SERANGOON NTH AVE 1,3 ROOM,1.3705931619999998,103.8710868,2019-01,300000.0
16127,104,SERANGOON NTH AVE 1,4 ROOM,1.3705931619999998,103.8710868,2018-07,355000.0
16210,104,SPOTTISWOODE PK RD,5 ROOM,1.274427547,103.8348788,2013-06,783000.0
16365,104,TAMPINES ST 11,3 ROOM,1.347205767,103.9466418,2019-04,305000.0
16366,104,TAMPINES ST 11,4 ROOM,1.347205767,103.9466418,2019-07,425000.0
16422,104,TECK WHYE LANE,4 ROOM,1.3770816209999999,103.7528704,2019-12,315000.0
16419,104,TECK WHYE LANE,5 ROOM,1.3770816209999999,103.7528704,2012-09,448000.0
16492,104,TOWNER RD,4 ROOM,1.319823545,103.8609797,2018-08,630000.0
16493,104,TOWNER RD,5 ROOM,1.319823545,103.8609797,2019-06,805000.0
16537,104,WHAMPOA DR,4 ROOM,1.3207995909999999,103.85332779999999,2018-08,533000.0
16536,104,WHAMPOA DR,5 ROOM,1.3207995909999999,103.85332779999999,2018-07,570000.0
16660,104,WOODLANDS ST 13,4 ROOM,1.436465871,103.7815769,2019-10,290000.0
16661,104,YISHUN RING RD,,1.4315267319999998,103.8284199,,
16702,104A,ANG MO KIO ST 11,EXECUTIVE,1.371827009,103.8388037,2018-12,845000.0
16703,104A,CANBERRA ST,,1.450360834,103.8322642,,
16757,104A,DEPOT RD,4 ROOM,1.280455613,103.81231770000001,2018-11,555000.0
16759,104A,DEPOT RD,5 ROOM,1.280455613,103.81231770000001,2020-01,696888.0
16807,104A,EDGEFIELD PLAINS,4 ROOM,1.396805705,103.9050542,2017-08,350000.0
